episode,avg_loss,avg_H,avg_MCT,ep_reward,starved,srpt_agree,lambda_ent
336,-0.135594,0.679424,77.0788,-0.142311,0,0.3438,0.29009
337,-0.128739,0.659273,57.6568,-0.114432,0,0.4839,0.29006
338,-0.129299,0.687916,60.5736,-0.103816,0,0.4324,0.29003
339,-0.131428,0.680573,33.7844,-0.085875,0,0.7692,0.29000
340,-0.114868,0.652966,66.9311,-0.094436,1,0.3261,0.28997
341,-0.123440,0.670661,28.4582,-0.126789,1,0.3571,0.28994
342,-0.125068,0.703959,23.6724,-0.096604,0,0.6250,0.28991
343,-0.126341,0.671978,54.5991,-0.102108,0,0.3529,0.28988
344,-0.127189,0.667126,82.9225,-0.115983,0,0.4348,0.28985
345,-0.137465,0.681362,24.0208,-0.100802,1,0.8125,0.28982
346,-0.127091,0.663415,54.1899,-0.091506,0,0.4211,0.28979
347,-0.135531,0.703276,38.3682,-0.097505,0,0.4800,0.28976
348,-0.128131,0.706305,55.9610,-0.107503,0,0.2812,0.28973
349,-0.124857,0.678749,32.5902,-0.090290,1,0.3913,0.28970
350,-0.155137,0.731341,48.1323,-0.094904,0,0.4412,0.28968
351,-0.117737,0.665622,31.5049,-0.085006,1,0.3750,0.28965
352,-0.133318,0.685794,52.1641,-0.128859,0,0.5200,0.28962
353,-0.117476,0.635714,49.6448,-0.128283,0,0.4583,0.28959
354,-0.114665,0.672940,85.4467,-0.156564,0,0.3333,0.28956
355,-0.141655,0.705101,72.8544,-0.138856,0,0.5152,0.28953
356,-0.134854,0.689755,39.7534,-0.100648,0,0.4400,0.28950
357,-0.113832,0.646713,43.4832,-0.078377,0,0.4595,0.28947
358,-0.120899,0.657812,79.0208,-0.110077,0,0.3111,0.28944
359,-0.118228,0.663886,72.9523,-0.103210,0,0.4130,0.28941
360,-0.134058,0.705758,37.8830,-0.095410,1,0.3600,0.28938
361,-0.128238,0.690686,86.5604,-0.141081,0,0.4737,0.28935
362,-0.112334,0.659726,61.1073,-0.136920,0,0.5714,0.28932
363,-0.120375,0.665113,54.2735,-0.131201,0,0.3462,0.28929
364,-0.136021,0.666825,72.8561,-0.141926,0,0.3750,0.28926
365,-0.115348,0.637598,57.9447,-0.122394,0,0.3333,0.28923
366,-0.129428,0.677314,72.5426,-0.135623,0,0.4545,0.28920
367,-0.120223,0.642029,72.5968,-0.113942,0,0.4250,0.28917
368,-0.125793,0.668390,52.5084,-0.098742,0,0.4706,0.28914
369,-0.132347,0.687247,55.4092,-0.101332,0,0.5000,0.28911
370,-0.107968,0.654210,57.4354,-0.095415,0,0.5263,0.28908
371,-0.119051,0.657723,99.0215,-0.146405,0,0.3095,0.28906
372,-0.126994,0.680383,96.5978,-0.166852,0,0.2857,0.28903
373,-0.137513,0.691665,79.3162,-0.120689,0,0.5000,0.28900
